epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,972.3509521484375,26.406301498413086,972.3509521484375,277.1937561035156,11.498514175415039,277.1937561035156
1,501.3246765136719,16.914793014526367,501.3246765136719,241.4508514404297,12.936768531799316,241.4508514404297
2,313.6485595703125,13.381668090820312,313.6485595703125,244.65480041503906,12.650561332702637,244.65480041503906
3,280.612548828125,12.79274845123291,280.612548828125,312.7405700683594,12.476729393005371,312.7405700683594
4,239.851806640625,11.831645965576172,239.851806640625,224.61666870117188,11.5770845413208,224.61666870117188
5,227.02853393554688,11.643054962158203,227.02853393554688,207.8885955810547,10.816290855407715,207.8885955810547
6,218.5325164794922,11.335343360900879,218.5325164794922,213.93563842773438,10.437262535095215,213.93563842773438
7,211.3047637939453,11.182658195495605,211.3047637939453,196.00497436523438,10.676692008972168,196.00497436523438
8,206.17123413085938,10.977977752685547,206.17123413085938,188.0893096923828,10.570972442626953,188.0893096923828
9,201.06495666503906,10.837788581848145,201.06495666503906,193.05172729492188,10.081544876098633,193.05172729492188
10,194.27015686035156,10.671186447143555,194.27015686035156,267.67303466796875,13.485512733459473,267.67303466796875
11,188.0147247314453,10.417426109313965,188.0147247314453,198.65499877929688,9.89456558227539,198.65499877929688
12,183.90811157226562,10.309610366821289,183.90811157226562,222.73318481445312,11.614748001098633,222.73318481445312
13,182.55641174316406,10.277777671813965,182.55641174316406,167.416015625,9.780693054199219,167.416015625
14,177.4232177734375,10.140262603759766,177.4232177734375,173.4228515625,9.84230899810791,173.4228515625
15,175.78778076171875,10.066476821899414,175.78778076171875,194.54234313964844,11.000073432922363,194.54234313964844
16,173.04757690429688,9.978083610534668,173.04757690429688,160.4980926513672,9.545000076293945,160.4980926513672
17,172.12139892578125,9.980152130126953,172.12139892578125,166.9957733154297,9.3875093460083,166.9957733154297
18,170.15057373046875,9.89764404296875,170.15057373046875,246.4801788330078,12.583524703979492,246.4801788330078
19,168.32984924316406,9.817771911621094,168.32984924316406,172.55355834960938,10.002782821655273,172.55355834960938
20,175.92547607421875,10.058855056762695,175.92547607421875,236.97384643554688,12.33068561553955,236.97384643554688
21,172.0392303466797,9.959332466125488,172.0392303466797,157.71714782714844,9.336294174194336,157.71714782714844
22,166.9769744873047,9.784712791442871,166.9769744873047,174.1498260498047,10.032100677490234,174.1498260498047
23,165.9755096435547,9.76435661315918,165.9755096435547,158.18218994140625,9.209753036499023,158.18218994140625
24,162.5323944091797,9.632505416870117,162.5323944091797,155.53807067871094,9.455606460571289,155.53807067871094
25,160.44522094726562,9.561119079589844,160.44522094726562,174.26861572265625,9.940428733825684,174.26861572265625
26,159.09197998046875,9.523519515991211,159.09197998046875,182.42816162109375,9.579380989074707,182.42816162109375
27,156.2289581298828,9.46556568145752,156.2289581298828,150.17807006835938,9.133399963378906,150.17807006835938
28,155.58843994140625,9.423734664916992,155.58843994140625,146.5994873046875,9.33979606628418,146.5994873046875
29,152.86648559570312,9.3230562210083,152.86648559570312,138.25828552246094,8.803863525390625,138.25828552246094
30,152.0441131591797,9.272541046142578,152.0441131591797,150.03517150878906,9.244606018066406,150.03517150878906
31,153.93991088867188,9.334207534790039,153.93991088867188,205.12503051757812,10.52087116241455,205.12503051757812
32,153.48890686035156,9.348586082458496,153.48890686035156,213.97084045410156,11.662483215332031,213.97084045410156
33,149.0155029296875,9.174052238464355,149.0155029296875,166.48313903808594,10.071494102478027,166.48313903808594
34,146.56805419921875,9.135553359985352,146.56805419921875,168.89356994628906,9.721000671386719,168.89356994628906
